col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7
Murytub,XXXVIII,III,CC,Denarius,VI,VIII,DC
Munarg,XXXVIII,X,CIV,Denarius,VI,XXVI,CCCXCVI
Murytub,XXXVIII,VIII,CLXXXVI,Aureus,VI,XXII,VI
Suilis,XXXVI,VIII,XVI,Denarius,VI,XIX,MMMDLII
Munarg,XXXV,II,CLXXXIX,Quinarius,VII,XXIV,CLIII
Murytub,XXXIX,V,CXXX,Denarius,VI,II,DCII
Murytub,XXXVII,XII,CLXXVI,Aureus,V,XVIII,VI
Suilis,XL,XI,XII,Denarius,IV,VIII,MMMMLXIII
Muniv,XXXV,VI,XXVII,Aureus,VII,VI,VII
Murytub,XXXVI,III,CXXII,Aureus,VIII,XXV,VIII
Murytub,XXXVIII,VI,CLII,Denarius,IV,XVI,DCI
Munarg,XXXVII,VI,CLXXXI,Denarius,VIII,XXVI,CDXXIV
Murytub,XXXVII,I,CLVI,Denarius,VII,XIV,DCXVI
Munarg,XXXV,VIII,CXII,Denarius,VII,VIII,CCCXXXVIII
Munarg,XXXVI,X,CXLIX,Denarius,IX,III,CCCLXXXIX
Munarg,XXXVIII,VII,CLXXXIII,Denarius,IV,XVII,CCLXXXVIII
Munarg,XXXIX,III,CXXXII,Denarius,IV,XXIV,CCXXXIII
Murytub,XL,VI,CXLII,Denarius,VI,XVI,DLXIII
Muniv,XXXVI,III,XXII,Denarius,VII,XXVIII,DXXIV
Murytub,XXXVIII,XII,CLXXII,Denarius,IV,XIV,DLXXXVII
Murytub,XXXVII,IX,CLV,Quinarius,VI,IX,CCLXXII
Muniv,XXXVII,VI,XXXV,Denarius,VII,XXI,DLXXVIII
Munarg,XXXV,I,CXX,Aureus,V,XXV,V
Murytub,XXXV,X,LXXXIV,Denarius,IV,XXVII,DCXLI
Munarg,XL,XI,CVI,Quinarius,III,IV,LXXI
Muniv,XXXVII,XII,XXIV,Quinarius,VI,XXIII,CLXXIV
Muniv,XL,IV,XVIII,Denarius,VI,X,CDXCIX
Munarg,XXXVIII,II,CXI,Quinarius,VIII,XVII,LXXXVII
Munarg,XXXVII,VII,CVIII,Denarius,VII,XI,CDXXXV
Munarg,XXXVI,V,CXXXVII,Denarius,IX,I,CCCLIII
Muniv,XXXVI,VIII,XXIX,Denarius,VI,XIII,CDLXXXVIII
Munarg,XXXV,IX,CXXXVI,Quinarius,V,XXV,CLXXXVI
Munarg,XXXVIII,III,CXCIX,Quinarius,VI,XX,CXXX
Munarg,XXXVII,IX,CXXXIV,Denarius,VI,XXIV,CCCLXIII
Murytub,XXXVII,III,CXCI,Aureus,VI,III,VII
Murytub,XXXV,V,CLXXXI,Quinarius,VI,XIV,CCCXLII
Munarg,XXXVIII,V,CXLVI,Quinarius,III,XXV,XCIV
Munarg,XXXV,II,CLXXXVI,Quinarius,V,III,CLXIII
Murytub,XXXIX,VI,CLXXXI,Quinarius,VI,XI,CXLII
Munarg,XL,III,CXLVI,Aureus,VII,XVII,II
Murytub,XXXVII,VI,CLVIII,Denarius,IX,II,CMXXVIII
Munarg,XL,II,CXCI,Quinarius,VII,III,XCVI
Muniv,XXXIX,VII,XXXI,Denarius,VI,XV,CDLXXVII
Munarg,XXXVIII,III,CI,Quinarius,VI,II,LXXIV
Murytub,XXXV,VII,CIX,Quinarius,V,XXVII,CCCLXXXII
Muniv,XXXVII,IX,XXIII,Quinarius,V,XI,CCXIX
Atamora,XXXV,VIII,X,Denarius,VI,VI,MMMCDXXXV
Munarg,XXXVI,V,CXIX,Denarius,III,X,CD
Munarg,XXXIX,IV,CXLIX,Denarius,VII,II,CCCLXXXVIII
Muniv,XXXVI,I,XXII,Denarius,V,XIX,DXX
Murytub,XXXV,IX,CXXXII,Denarius,VI,XXI,DCXCIV
Muniv,XXXVII,VI,XXII,Quinarius,VII,XIII,CCIV
Atamora,XL,VI,VIII,Aureus,V,VIII,XXII
Munarg,XXXVI,XII,CVIII,Quinarius,I,II,CXXI
Murytub,XXXVII,III,CLXXIX,Quinarius,VI,XXI,CCLXX
Murytub,XXXVII,X,CXV,Denarius,V,XIII,DCX
Munarg,XL,VI,CXVII,Denarius,V,XXIII,CDI
Munarg,XL,IV,CXXXVI,Aureus,IV,IX,II
Munarg,XXXVI,XII,CLIX,Denarius,IX,XXXI,CCLX
Suilis,XXXV,II,XIII,Quinarius,VI,XXVIII,MDVIII
Munarg,XXXVIII,II,CXLI,Quinarius,VII,XVIII,LXXIX
Murytub,XXXVI,I,CLXXIII,Quinarius,III,XXI,CCXCIX
Atamora,XXXVII,I,XII,Denarius,IX,X,MMDCCXLII
Murytub,XL,XII,CXCV,Quinarius,VII,XIV,CIV
Atamora,XXXVII,V,XII,Aureus,V,XXIV,XIX
Suilis,XXXVII,III,L,Denarius,IV,XXIX,MMMDCLVII
Murytub,XXXIX,III,CCXIII,Denarius,VI,XV,DCXXXIX
Munarg,XL,X,CII,Denarius,V,XXVIII,CLXXII
Suilis,XXXVI,III,XV,Denarius,IX,XIV,MMMCCXCIV
Munarg,XXXVI,V,CXXVI,Denarius,III,XXII,CCCLVIII
Munarg,XXXIX,VIII,CLI,Quinarius,VII,XXIV,LV
Munarg,XXXVII,XII,CXV,Quinarius,III,XV,LXXXV
Murytub,XXXVIII,XI,XCIII,Quinarius,III,XIV,CLXIII
Murytub,XXXVI,I,CXXIX,Denarius,VII,XXIV,DCLIX
Munarg,XXXVII,IV,CLXXXVII,Quinarius,IX,XIII,CXXIX
Munarg,XXXVIII,II,CXXIII,Aureus,V,XII,III
Suilis,XXXVI,VIII,XI,Quinarius,VI,XIII,MCCCXCII
Munarg,XL,VIII,CXCII,Denarius,VI,XI,CXCVII
Murytub,XXXIX,XII,CXLVII,Denarius,VI,XV,DXCV
Murytub,XL,VII,CLVII,Quinarius,VIII,XXIV,CXXXIII
Munarg,XXXVI,V,CLXXII,Quinarius,VI,XVI,CXXXII
Murytub,XXXVII,IX,CXXX,Denarius,V,XXX,DCCXVI
Murytub,XXXVI,II,XCV,Denarius,VIII,XII,DCLXXI
Murytub,XXXIX,X,CXXXIX,Quinarius,IV,VI,CXX
Murytub,XXXVII,VII,CLXVI,Denarius,VII,XII,CMLXVII
Munarg,XXXVI,VIII,CXXXVII,Denarius,VI,XIII,CCCXXIX
Murytub,XXXV,IX,CLXXXVI,Denarius,IV,VI,DCLVII
Munarg,XL,V,CXXXVIII,Denarius,VII,IV,CLXXXVI
Murytub,XXXVIII,VI,CXIII,Denarius,VII,VI,DCXXVII
Munarg,XXXV,VIII,CLXV,Denarius,V,XV,CCCXXIV
Muniv,XXXIX,VII,XXXIV,Denarius,VII,III,DL
Munarg,XL,X,CXXVII,Aureus,V,XXVIII,III
Munarg,XXXVI,VI,CV,Quinarius,VIII,I,CXXIII
Munarg,XXXIX,VIII,CXII,Denarius,VIII,XXVIII,CCXXII
Munarg,XXXV,IV,CXXXVI,Denarius,V,I,CCCXXXIX
Munarg,XL,II,CV,Denarius,VII,IV,CCCLIX
Suilis,XXXIX,I,XLIV,Quinarius,V,XI,DCCCLXXII
Muniv,XXXV,VIII,XXI,Quinarius,VII,XXX,CCLVIII
Murytub,XXXV,VI,CLIII,Quinarius,X,XXVI,CCCXLIX
Murytub,XL,IV,CXXVII,Denarius,VII,XVII,DLVII
Muniv,XL,IX,XXXIII,Quinarius,VII,XXVI,CV
Muniv,XL,VII,XIX,Quinarius,III,XV,XCVII
Murytub,XXXV,I,CXXVI,Quinarius,V,XX,CCCXCVII
Muniv,XXXVIII,VI,XX,Denarius,VI,XXV,DXXVI
Munarg,XXXVII,XI,CLXXXV,Denarius,IV,XXVII,CCXLIII
Munarg,XXXVIII,XI,CX,Denarius,VII,XIII,CCLXIV
Muniv,XL,II,XXVII,Denarius,VI,XII,DVI
Munarg,XXXVII,V,CII,Denarius,III,VIII,CCXCVI
Muniv,XXXV,IV,XXIV,Denarius,V,XXV,DLXIX
Munarg,XL,V,CLIII,Denarius,VIII,VIII,CXCV
Munarg,XXXVI,II,CXCVIII,Denarius,VII,VI,CCLXXIX
Muniv,XXXVIII,III,XXIV,Aureus,VI,II,IV
Munarg,XXXV,IX,CLXXVI,Denarius,VI,XIV,CCCX
Munarg,XXXVI,IX,CLIX,Quinarius,VI,II,CXXXIII
Murytub,XXXIX,II,CLXIII,Denarius,VI,V,DLXXIII
Muniv,XXXVIII,VIII,XXVI,Denarius,IV,I,CDXCV
Munarg,XL,VII,CLXII,Quinarius,VI,XXX,XCIX
Muniv,XL,II,XXVI,Quinarius,V,XIV,CXIV
Murytub,XXXIX,VI,C,Quinarius,IV,II,CXXIII
Murytub,XXXVIII,XII,CLXXVII,Quinarius,V,I,CLXVII
Murytub,XXXIX,IV,CLVIII,Denarius,VII,XXI,DCXXV
Muniv,XL,XII,XIX,Aureus,VIII,XV,V
Suilis,XXXV,II,XXII,Denarius,VI,XXVIII,MMMLXIII
Munarg,XXXVIII,XII,CXII,Denarius,XI,XV,CDXXXI
Munarg,XXXVIII,VII,CXXXV,Quinarius,VII,XVIII,CIX
Muniv,XXXIX,X,XX,Denarius,VI,XX,DXL
Munarg,XXXIX,I,CLXXXVII,Denarius,VIII,XXII,CCLXXI
Munarg,XXXIX,V,CXXIII,Denarius,VII,III,CCCLXV
Munarg,XXXVI,VI,CXX,Quinarius,V,XIX,CXLIX
Munarg,XL,V,CLXVII,Aureus,VII,XXI,II
Murytub,XXXVIII,XII,CXCVIII,Denarius,IV,XIX,DXCIX
Munarg,XXXVIII,III,CIV,Denarius,VI,V,CDXXXIX
Munarg,XXXVI,XI,CXLVI,Denarius,VI,XXVIII,CCCXXVI
Muniv,XXXVII,IX,XXVII,Quinarius,VII,X,CXCVI
Murytub,XL,I,CXCVI,Denarius,VI,XII,DLXX
Munarg,XXXVIII,VI,CLXX,Quinarius,VII,VIII,CXV
Murytub,XXXVI,VII,CI,Denarius,VI,XVII,DCXXXIX
Muniv,XXXV,IV,XXV,Quinarius,VI,V,CCXXXIII
Murytub,XXXVI,VIII,CLXXVII,Denarius,III,IV,DCLXXXVIII
Munarg,XXXV,IX,CXX,Denarius,IV,XXVII,CCCVII
Muniv,XXXV,III,XXXIII,Aureus,VI,XII,VII
Munarg,XXXVII,IV,CLXXIV,Denarius,VI,V,CCLXXIV
Murytub,XXXVIII,X,CXXXI,Denarius,VIII,II,DCV
Munarg,XXXVIII,VIII,CLXXXIV,Quinarius,V,IV,CIV
Murytub,XXXIX,IV,CLXXIX,Quinarius,V,XXII,CXVII
Munarg,XL,IX,CLXXIX,Quinarius,IX,XV,XXXIX
Munarg,XL,VI,CXVIII,Denarius,V,XII,CXCVI
Murytub,XXXIX,XI,CLXXXII,Quinarius,VIII,VIII,CXVI
Munarg,XXXVI,III,CXX,Quinarius,VIII,VII,CLXXXII
Munarg,XXXV,VIII,CXXI,Quinarius,VI,VI,CLXVIII
Suilis,XXXVII,V,X,Aureus,VII,XXI,XXXV
Murytub,XXXVI,V,CLXV,Quinarius,VI,II,CCLXXXIII
Munarg,XL,IV,CLXXIII,Denarius,VII,XXIV,CCCLXXXIX
Munarg,XXXVI,VII,CXXXIV,Denarius,VII,VI,CCCXVIII
Munarg,XXXVIII,V,CXXXII,Quinarius,IV,XIII,CXI
Munarg,XXXVIII,V,CXXXIX,Denarius,V,VI,CDXXIV
Munarg,XXXVII,II,CXVIII,Quinarius,IV,XVIII,CLXXVI
Munarg,XXXVIII,IV,CLXXXVIII,Quinarius,VIII,XX,LXXXVI
Munarg,XXXVII,III,CLX,Quinarius,X,IV,CXX
Munarg,XXXVIII,XI,CXXII,Quinarius,V,IX,CIX
Suilis,XL,IV,XV,Quinarius,IV,XV,DCCCXLVII
Muniv,XL,VIII,XXIII,Denarius,VII,IV,CDLXVI
Murytub,XXXVII,VI,CLV,Denarius,IV,XX,CMX
Muniv,XXXVII,V,XXI,Denarius,III,XXIII,DXXI
Munarg,XXXIX,XI,CLVII,Denarius,VII,IX,CDVIII
Munarg,XXXVI,VI,CII,Denarius,VIII,XX,CCCXVI
Murytub,XXXVII,VII,CLVIII,Quinarius,VII,XII,CCCXX
Atamora,XXXIX,II,VII,Aureus,VI,XXIII,XXX
Murytub,XXXV,IV,CXXII,Quinarius,V,XXVII,CCCLVIII
Munarg,XXXV,VI,CLXI,Aureus,VI,XXV,V
Munarg,XXXVII,XII,CXLIX,Denarius,IV,XXX,CCLXXXIV
Muniv,XXXVI,XI,XXX,Denarius,VIII,XVII,CDLXXIV
Munarg,XXXVIII,III,CX,Denarius,IV,XVIII,CCLXXVII
Suilis,XL,XI,XIII,Quinarius,III,XXI,DCCLX
Atamora,XXXVIII,I,X,Quinarius,VI,XV,CMLXIII
Atamora,XL,IX,IX,Denarius,VII,V,MMCDLXVI
Munarg,XL,VIII,CLXXII,Denarius,IV,XIV,CDLXXIII
Muniv,XXXIX,IX,XXIII,Quinarius,V,VIII,CIX
Murytub,XXXIX,III,XCIII,Aureus,VI,XIV,V
Munarg,XXXVI,II,CXVIII,Denarius,V,I,CCCLXXVIII
Suilis,XL,X,XII,Quinarius,V,XXX,DCCXLV
Munarg,XXXVIII,XII,C,Quinarius,VIII,XXVI,XCVII
Murytub,XXXVI,VIII,CLXVII,Quinarius,IV,II,CCLXXXIV
Murytub,XXXV,I,CLXIX,Denarius,VII,XIII,DCXXXIV
Munarg,XXXIX,IX,CXC,Denarius,VI,V,CDXXVI
Munarg,XXXIX,IX,CXXVII,Denarius,VI,V,CCCLXXXV
Munarg,XXXVI,IV,CXCVIII,Quinarius,III,XXIII,CXXIV
Murytub,XXXVII,IX,CLI,Denarius,V,XI,DCXXXVIII
Munarg,XXXIX,IV,CLXXXVIII,Aureus,III,XV,II
Munarg,XXXIX,IV,CIV,Quinarius,VIII,XVI,XCIV
Murytub,XXXVIII,II,CXVII,Denarius,V,VI,DCXIX
Munarg,XXXVI,III,CIV,Aureus,V,XX,V
Munarg,XXXIX,VII,CLXXXIV,Denarius,IV,XXI,CDIII
Munarg,XXXV,VII,CLXXXVI,Aureus,II,IX,IV
Suilis,XL,XII,XXVII,Denarius,V,XXIV,MMMDCCLXXIX
Muniv,XXXIX,V,XXVI,Denarius,IV,XXI,CDLVI
Muniv,XXXVIII,II,XXIV,Denarius,VIII,XI,DXI
Muniv,XXXVIII,I,XVIII,Aureus,VI,XV,VI
Munarg,XXXVII,IV,CXII,Denarius,IV,XIX,CCLXXXI
Murytub,XXXVII,VII,CLXV,Denarius,V,XXX,CMXIV
Muniv,XXXIX,XII,XX,Quinarius,VIII,II,CXXVII
Murytub,XXXV,IX,CXXX,Denarius,VI,XIV,DCCXXIII
Atamora,XL,V,XIII,Denarius,VII,XXI,MMCXXXII
Munarg,XXXV,VI,CLIV,Quinarius,IV,XV,CXCV
Suilis,XL,VI,XXIII,Denarius,VII,XV,MMMCMX
Murytub,XXXV,II,CVIII,Denarius,VI,XI,DCXCVIII
Munarg,XXXIX,III,CLVIII,Denarius,VI,XIV,CCLVI
Munarg,XXXVI,VII,CLXIV,Aureus,VII,XXIII,IV
Murytub,XXXVII,I,CXLVIII,Denarius,VI,XIII,DCLXIII
Munarg,XL,IX,CVIII,Denarius,VII,XVIII,CCCLXXIII
Muniv,XXXVIII,VI,XXXII,Quinarius,VII,XX,CLXXV
Muniv,XXXIX,XII,XXXI,Denarius,V,XIII,DXCIV
Munarg,XL,X,CVII,Denarius,VIII,XIII,CCCLXXXIX
Munarg,XXXIX,X,CLX,Denarius,VI,III,CCLIII
Munarg,XXXV,VIII,CII,Quinarius,IX,XVIII,CLXXV
Suilis,XXXVI,II,XXVIII,Denarius,V,X,MMMCDLVII
Munarg,XL,VII,CLXVIII,Denarius,V,XXIX,CCXII
Muniv,XXXVII,II,XXIII,Quinarius,IV,XX,CLXXXVI
Murytub,XXXVIII,II,CXLI,Denarius,VI,IX,DCLXIV
Murytub,XXXVII,I,CLXXIII,Denarius,V,VI,DCXLIII
Murytub,XXXVII,XI,CLXXXII,Quinarius,VII,III,CCXXI
Munarg,XXXIX,VII,CXCII,Denarius,X,IV,CCIII
Muniv,XL,VI,XXV,Denarius,VIII,XXIV,DCI
Munarg,XXXVI,XI,CXVIII,Denarius,VIII,XX,CCCLXXVI
Suilis,XXXVIII,XII,XI,Quinarius,XI,XV,DCCCLXXVI
Munarg,XXXV,XI,CXCI,Quinarius,IV,VII,CLXII
Murytub,XXXVI,XI,CXLVII,Quinarius,VII,XIV,CCLXVII
Munarg,XXXV,VII,CXXV,Quinarius,III,XVI,CXC
Murytub,XXXVII,II,CLI,Denarius,VIII,XXIII,DCCI
Munarg,XXXV,XII,CLXXXII,Denarius,IV,XIV,CCCXXXIV
Murytub,XXXIX,XI,CXCII,Denarius,IV,V,DLXXVI
Murytub,XXXVII,VII,CLX,Denarius,IX,XIX,CMXIV
Muniv,XXXVII,III,XVIII,Quinarius,VI,XVII,CCXL
Munarg,XXXVIII,VII,CXLVIII,Quinarius,II,VIII,LXXII
Muniv,XXXVIII,VIII,XXV,Denarius,VII,XV,CDLII
Murytub,XXXVIII,IX,CXLIII,Quinarius,V,V,CLVIII
Murytub,XXXVII,X,CXV,Denarius,VII,VIII,DCXIII
Suilis,XL,III,XI,Aureus,IX,XIII,XXXIII
Murytub,XL,IX,CLVI,Quinarius,III,XIV,CXXIII
Muniv,XXXVIII,X,XXVIII,Quinarius,V,XIII,CXLI
Munarg,XL,VIII,CXCVI,Quinarius,IV,XIV,XLIII
Munarg,XXXVIII,XII,CLXII,Denarius,IV,IX,CCCLXXI
Suilis,XL,VI,XVIII,Quinarius,VII,XV,CMXL
Munarg,XXXV,V,CXVI,Denarius,IV,XXVII,CCCXXIV
Muniv,XL,IV,XXII,Quinarius,VII,VIII,CXX
Murytub,XXXIX,II,CXXV,Quinarius,VI,VII,CXXXIV
Murytub,XXXVIII,VIII,CXXXV,Denarius,VII,XVII,DLXIV
Atamora,XXXIX,III,XII,Denarius,IV,V,MMCLXII
Munarg,XXXVI,IX,CXLI,Denarius,VI,III,CDII
Muniv,XXXVI,X,XXX,Quinarius,VI,XIX,CCXV
Munarg,XXXVI,VIII,CXCIII,Denarius,VIII,XVI,CCCLXVII
Muniv,XXXVI,II,XXXII,Aureus,IV,XXVII,VI
Muniv,XXXIX,IV,XX,Denarius,IV,XXV,CDLXIV
Munarg,XXXVI,II,CLXXX,Aureus,VI,XXVI,IV
Munarg,XXXVII,III,CIII,Quinarius,VII,XXIV,CLXX
Munarg,XL,II,CVI,Denarius,VI,XXVII,CDXLIX
Muniv,XXXVII,XII,XXI,Denarius,V,V,CDXXXIX
Munarg,XXXVI,I,CXIV,Denarius,V,XIX,CCCXXIX
Murytub,XXXVII,V,CXV,Quinarius,VIII,X,CCCLXVIII
Murytub,XXXVIII,V,CVII,Denarius,IV,IV,DCXLIII
Munarg,XXXVII,VI,CXXVII,Denarius,VI,I,CCLXXXVII
Munarg,XXXVI,VII,CLXVIII,Denarius,V,XXVIII,CCCLV
Munarg,XXXV,X,CLXXVI,Quinarius,III,XIX,CLXXXIX
Munarg,XL,IX,CXXXIII,Denarius,IX,XXIV,CLXXXIII
Munarg,XXXVII,V,CXCVIII,Denarius,VIII,III,CCCXII
Munarg,XXXIX,XI,CXXXIX,Denarius,VII,IX,CCXXXIII
Murytub,XXXVII,XI,CLXX,Denarius,VII,XIII,DCXXVII
Murytub,XXXIX,XI,CVII,Denarius,V,X,DCI
Murytub,XXXV,V,XC,Denarius,V,II,DCCVIII
Muniv,XL,X,XXV,Aureus,IX,XXV,V
Munarg,XXXV,I,CXC,Denarius,IV,XXXI,CCCXVIII
Munarg,XXXVII,IV,CLXXIX,Quinarius,VI,XI,CXVIII
Muniv,XL,I,XXIV,Denarius,VI,XXIII,DLIII
Munarg,XXXVIII,I,CV,Denarius,VII,XX,CCCLXXXII
Muniv,XXXIX,IX,XXII,Denarius,IX,IV,DLXXXVI
Murytub,XXXVI,XI,CLXXXVII,Aureus,VII,IV,VII
Suilis,XXXIX,VI,XXXV,Denarius,V,XVII,MMMMXIV
Muniv,XXXVI,VII,XXIII,Denarius,VI,XVII,CDLI
Suilis,XXXVIII,XII,LXXV,Denarius,VI,II,MMMDXXIII
Munarg,XXXVI,III,CXIII,Denarius,VI,I,CCCLXXI
Munarg,XXXVI,VI,CLXXXI,Quinarius,VII,XXIV,CXXXI
Munarg,XXXVI,IX,CLXVII,Denarius,IV,XXIX,CCLXXV
Munarg,XXXVIII,X,CLI,Quinarius,V,XXVII,LXVI
Munarg,XXXIX,X,CXCV,Denarius,VI,XXX,CCCLIX
Muniv,XXXV,III,XIX,Denarius,VII,XXVI,CDLXV
Muniv,XXXV,I,XXIII,Denarius,V,V,DXI
Munarg,XXXVIII,I,CXCV,Quinarius,VI,III,CIX
Murytub,XXXIX,XII,CLXVIII,Quinarius,IV,XVIII,CXXXI
Munarg,XXXV,II,CLXXXV,Quinarius,V,XIII,CLXIX
Suilis,XXXVI,VII,XIII,Denarius,VI,XV,MMMDLVII
Munarg,XXXVII,IV,CLX,Denarius,VI,XIV,CCXCVI
Murytub,XXXV,V,CLXIX,Denarius,IV,XX,DCLXXII
Muniv,XXXVII,XII,XXI,Quinarius,V,XVIII,CLXXVI
Murytub,XL,VIII,CXIV,Denarius,II,IX,DLXVII
Munarg,XXXVI,IV,CXL,Denarius,II,VIII,CCCXXVII
Muniv,XXXVI,VIII,XVIII,Quinarius,III,XXVII,CLXXVIII
Murytub,XL,IV,CLXXVII,Denarius,VI,XXII,DLXV
Munarg,XXXIX,X,CLXX,Denarius,VI,XX,CCXXXIX
Munarg,XXXVI,I,CXVII,Aureus,VI,XI,IV
Muniv,XXXIX,V,XXVI,Quinarius,VI,XII,CXV
Munarg,XXXV,XI,CVII,Quinarius,V,XXVII,CLXIX
Munarg,XXXV,II,CLVIII,Aureus,VII,XXIII,IV
Murytub,XXXVI,VIII,CLXVIII,Denarius,VII,III,DCXXIV
Muniv,XXXVII,III,XXXV,Denarius,IV,XXIII,CDLXXXVIII
Suilis,XXXVIII,II,XXIV,Denarius,V,VI,MMMDCCLXXXVIII
Munarg,XXXVII,IV,CXLVI,Aureus,VI,XXVII,III
Munarg,XXXIX,V,CXIX,Denarius,VII,XX,CCXLV
Murytub,XXXV,VIII,CLXIII,Denarius,VIII,III,DCCXX
Munarg,XXXV,VII,CLXXIII,Denarius,VI,XV,CCCLXVIII
Suilis,XXXVI,II,XI,Denarius,VI,VII,MMMDCXXXVI
Munarg,XXXVII,VI,CLVIII,Quinarius,IV,VI,XCIII
Munarg,XXXVIII,I,CXLVIII,Aureus,V,I,III
Murytub,XXXVI,IV,CLXXXII,Quinarius,III,XXIV,CCXCIX
Muniv,XL,XII,XXXII,Denarius,VI,XVI,DLXXXVI
Murytub,XXXV,XII,CLXXXIII,Denarius,V,XXXI,DCLXXXVIII
Murytub,XXXVI,II,CVII,Quinarius,V,XXV,CCCXXVIII
Munarg,XXXV,I,CXCV,Aureus,VII,XI,V
Munarg,XXXV,X,CLVIII,Quinarius,VI,X,CLXXXVII
Munarg,XXXIX,IX,CLXX,Quinarius,VII,XVI,XLIV
Muniv,XXXV,II,XXIII,Denarius,VIII,XXII,DLXI
Murytub,XXXVII,II,CXXXVII,Quinarius,VIII,XXVI,CCLXXXI
Murytub,XXXVI,IV,CXXI,Denarius,V,I,DCL
Munarg,XXXV,X,CLXIX,Denarius,VII,XI,CCLXXXIV
Muniv,XXXVII,VIII,XXX,Denarius,V,XXI,DXXXV
Munarg,XXXVI,I,CLXXXIX,Aureus,VIII,VI,V
Murytub,XXXVIII,I,CXXXIV,Quinarius,VI,XXVI,CCIV
Murytub,XXXV,IX,CVI,Denarius,VI,XI,DCLXIX
Murytub,XXXVIII,III,CXXXIX,Denarius,VIII,XXV,DCLVIII
Munarg,XXXVI,I,CI,Denarius,V,XV,CCCXXIII
Muniv,XXXV,XI,XX,Quinarius,VI,XVI,CCLXIII
Murytub,XXXV,VI,CXLIII,Quinarius,VIII,VII,CCCXXVI
Muniv,XXXVII,VI,XXIV,Quinarius,VI,XXIX,CLXXI
Munarg,XL,VI,CXII,Quinarius,VII,XVII,LXXXIX
Suilis,XXXVII,XII,XXXVI,Quinarius,IV,VII,MCCLXXIX
Murytub,XXXIX,X,CXXVII,Quinarius,VII,XXI,CXXIX
Murytub,XXXIX,IX,CXLII,Quinarius,VII,XVI,CXXIII
Murytub,XXXVI,VIII,CLXXII,Denarius,IV,XXIII,DCLXIX
Munarg,XXXVIII,III,CXLV,Denarius,IV,XVIII,CCCXCII
Munarg,XL,III,CLXXXII,Quinarius,VI,XII,CV
Murytub,XXXVIII,X,CLXV,Denarius,V,VII,DCX
Muniv,XL,V,XXI,Denarius,VII,V,DLXXXIV
Murytub,XXXVII,I,CLX,Denarius,VII,XVII,DCLXII
Suilis,XL,VIII,XXXVIII,Denarius,VI,XXXI,MMMDCCLXX
Muniv,XL,VII,XXIX,Quinarius,VI,II,CIV
Murytub,XXXVII,VII,CCIII,Aureus,IV,XVII,X
Suilis,XXXVIII,X,LXIX,Aureus,V,III,XXXIV
Murytub,XL,VIII,XCVIII,Denarius,VII,XVII,DLXII
Munarg,XXXV,III,CLXIX,Denarius,VI,X,CCCLXXIV
Suilis,XXXV,I,XXVI,Denarius,IV,X,MMMCLXXX
Munarg,XXXVIII,X,CLXVII,Denarius,V,XXVII,CCXXXII
Muniv,XL,IV,XVII,Denarius,VI,XVIII,DX
Munarg,XXXIX,VI,CXXII,Denarius,IV,III,CCXLIV
Murytub,XXXVI,VIII,CLXXI,Denarius,IV,XI,DCLV
Munarg,XXXIX,IX,CXXIX,Denarius,X,XII,CCXXXI
Muniv,XL,IV,XXIX,Quinarius,V,XXVIII,CX
Munarg,XXXVI,XI,CLIX,Denarius,VII,XXIII,CCLXXXIII
Muniv,XXXVI,V,XXI,Quinarius,VII,V,CCXLI
Munarg,XXXVI,XII,CXVIII,Denarius,VI,III,CCLXXXVI
Munarg,XXXVII,XI,CL,Quinarius,IV,XVII,CIV
Munarg,XXXVIII,XII,CII,Denarius,V,I,CCLX
Murytub,XXXVI,XI,CLXIII,Denarius,VII,V,DCXXII
Munarg,XXXVII,VII,CXCIII,Denarius,V,X,CCLXXI
Murytub,XXXVII,XII,CXLVIII,Denarius,VI,XXIV,DLXXX
Munarg,XL,III,CLXXXV,Denarius,V,XXV,CCIV
Suilis,XXXVIII,VII,XVIII,Denarius,VI,XXVI,MMMDXXVII
Munarg,XXXVII,XI,CV,Quinarius,VI,I,CX
Munarg,XXXVI,VIII,CXXI,Denarius,IV,XIV,CCCXLIII
Munarg,XXXV,I,CXLIX,Denarius,VII,XXX,CCCLXI
Muniv,XXXVI,IV,XIX,Denarius,VIII,XXII,CDXCVIII
Murytub,XXXVI,XII,CXIII,Denarius,IV,XVIII,DCLXVII
Munarg,XXXVII,VIII,CXCIX,Denarius,VII,XXIV,CCCLXVI
Murytub,XXXVII,XI,CLXIV,Denarius,IX,XXIII,DCXLIII
Munarg,XXXV,VII,CXLVII,Denarius,VI,I,CCLXXXIX
Suilis,XXXIX,IX,XV,Quinarius,V,XXI,DCCCXIX
Munarg,XXXVII,I,CXII,Denarius,VI,V,CCCXIX
Murytub,XXXVIII,IX,XCVII,Denarius,VII,IV,DCXXXI
Murytub,XXXIX,XII,CLXXIV,Quinarius,VI,III,CXXXIX
Murytub,XXXVII,IV,CXLIX,Quinarius,VII,VIII,CDI
Muniv,XXXVIII,IV,XXVIII,Denarius,VIII,XII,DLXXXVIII
Munarg,XXXV,VII,CLXXII,Denarius,VII,II,CCCLXXXII
Suilis,XL,IX,XI,Denarius,V,XIX,MMMMCLXXXVI
Suilis,XXXVI,VII,XXX,Quinarius,VI,XXVII,MCCCLVI
Munarg,XXXVIII,II,CLXXV,Quinarius,VI,XV,LXXXVIII
